"DAY","Set","            Team A                        ","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING =","Team B","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING ="
"21","3","Ethnikos Alexandroupolis","26","26","0","1","7","25","8","4","1","4","20","10","2","2","15","8","3","1","13","2","0","3","22","0","Pamvochaikos","28","28","4","1","3","19","11","4","1","0","18","6","1","1","7","3","1","1","11","5","0","4","19","1"
"21","1","Kifisia","25","25","0","0","5","10","5","0","0","2","8","6","0","0","5","2","0","0","6","6","0","0","0","0","Orestiada","14","15","2","0","5","20","14","0","0","0","19","5","4","4","7","2","2","1","0","0","0","0","1","1"
"21","2","Kifisia","30","30","2","2","4","21","8","2","1","4","16","7","1","4","13","8","0","2","0","0","0","0","0","0","Orestiada","28","28","4","1","7","25","11","1","2","2","17","8","0","5","10","6","0","0","1","1","0","0","0","0"
"21","3","Kifisia","25","24","1","2","5","12","7","0","0","1","11","8","1","0","12","6","1","0","5","5","0","0","0","0","Orestiada","14","15","1","0","3","19","8","1","2","1","14","6","3","1","4","0","2","1","2","2","0","0","0","0"
"21","1","Olympiacos","22","22","1","1","3","22","7","6","2","0","19","9","2","3","9","5","0","1","11","3","0","6","26","0","Foinikas Syrou","25","25","0","2","3","19","8","6","1","1","17","11","3","0","7","5","0","1","10","2","0","4","25","0"
"21","2","Olympiacos","21","22","0","1","2","19","6","6","2","0","16","7","2","2","11","4","1","2","14","4","0","7","26","0","Foinikas Syrou","25","23","0","2","4","20","9","6","1","0","18","12","1","0","8","3","3","1","9","3","0","2","26","1"
"21","3","Olympiacos","28","27","0","0","6","23","8","5","0","3","20","13","2","1","10","5","1","1","20","6","0","6","27","0","Foinikas Syrou","26","27","3","0","4","21","5","2","0","0","20","9","3","0","11","2","3","0","15","3","0","8","32","0"
"21","4","Olympiacos","25","25","4","1","4","13","6","4","0","0","12","8","0","1","10","5","0","0","13","2","0","4","22","1","Foinikas Syrou","17","16","0","0","3","21","3","6","1","4","16","7","2","1","10","4","0","1","9","0","0","6","26","0"
"21","5","Olympiacos","11","11","1","0","1","14","4","2","0","2","12","6","0","0","6","1","1","0","12","2","0","7","17","0","Foinikas Syrou","15","15","2","0","1","10","1","2","0","1","9","6","0","0","9","5","2","0","9","1","0","3","17","0"
"21","1","Panathinaikos","25","24","1","0","3","15","7","4","0","0","15","9","0","1","16","6","1","2","10","5","0","4","14","0","Iraklis Petosfairishs","16","17","0","0","2","21","5","6","0","1","19","6","4","2","6","3","1","0","9","1","0","4","16","0"
"21","2","Panathinaikos","27","27","0","2","5","24","8","8","0","2","22","13","1","1","27","7","2","4","12","4","0","4","20","0","Iraklis Petosfairishs","25","25","2","0","1","22","11","7","2","0","19","6","4","0","16","4","0","2","11","3","0","2","19","0"
"21","3","Panathinaikos","25","24","2","1","5","14","7","1","0","0","13","5","2","0","16","7","2","2","9","7","0","1","10","0","Iraklis Petosfairishs","15","16","0","0","2","19","4","4","1","2","15","2","3","2","8","2","4","0","13","4","0","2","14","0"
"21","1","Paok","25","24","4","2","4","15","7","1","1","0","14","9","1","0","8","1","1","1","9","3","0","3","25","0","Panachaiki","18","19","0","1","4","20","3","0","2","4","14","4","2","2","12","7","1","2","8","2","0","3","24","0"
"21","2","Paok","16","17","0","0","3","17","8","2","0","1","15","3","3","1","9","2","0","2","12","2","0","6","26","1","Panachaiki","25","24","1","0","7","14","3","7","0","0","14","9","1","0","14","5","1","2","10","3","0","1","28","0"
"21","3","Paok","25","24","4","1","4","11","6","3","0","0","11","10","1","0","8","4","0","1","7","2","0","4","19","1","Panachaiki","13","14","0","0","3","20","4","5","1","4","13","6","2","1","3","0","0","1","6","1","0","5","18","0"
"21","4","Paok","25","25","1","0","4","17","4","6","0","1","16","9","0","1","12","3","0","1","11","5","0","2","26","1","Panachaiki","20","20","1","0","3","21","6","7","0","1","20","8","1","3","14","4","4","1","11","1","0","5","30","0"
"21","1","Iraklis Chalkidas","15","16","0","2","2","21","6","4","0","3","18","7","1","4","6","3","0","1","13","0","0","9","23","1","Kyzikos Peramou","25","24","3","0","3","14","5","2","2","0","12","6","0","1","9","7","0","1","12","1","0","5","23","0"
"21","2","Iraklis Chalkidas","20","20","1","1","3","20","6","3","3","1","15","8","1","1","12","2","2","2","12","2","0","7","28","0","Kyzikos Peramou","25","25","1","3","5","17","6","2","1","1","14","9","1","0","13","6","1","2","18","3","0","7","25","0"
"21","3","Iraklis Chalkidas","25","25","1","0","2","16","6","3","0","1","15","6","0","1","7","1","0","1","20","6","0","7","26","0","Kyzikos Peramou","22","22","1","0","6","23","7","9","0","1","22","10","4","4","13","7","2","1","8","0","0","2","36","0"
"21","4","Iraklis Chalkidas","22","21","0","1","2","23","5","9","1","0","22","8","3","2","13","7","0","0","13","2","0","8","39","1","Kyzikos Peramou","25","25","0","1","2","19","3","9","1","0","18","11","0","1","14","6","2","1","16","3","0","7","37","0"
"22","1","Pamvochaikos","25","25","2","3","5","17","6","3","1","1","15","10","0","1","12","6","1","1","11","1","1","5","17","1","Paok","21","21","1","1","4","20","8","1","3","2","15","6","1","1","8","5","0","1","12","1","0","8","15","0"
"22","2","Pamvochaikos","25","24","1","0","7","18","8","4","1","1","16","10","0","0","7","6","0","0","13","2","0","9","19","0","Paok","21","22","1","1","4","17","5","2","0","1","16","11","2","2","6","2","0","0","10","0","1","5","9","0"
"22","3","Pamvochaikos","28","29","1","1","7","23","11","5","1","0","22","11","0","3","15","7","3","0","8","2","0","4","28","2","Paok","30","29","0","1","6","22","7","4","1","1","20","12","1","0","10","3","1","1","15","3","1","5","20","0"
"22","4","Pamvochaikos","14","14","0","0","5","23","8","6","1","2","20","6","1","4","6","2","1","0","8","2","1","4","21","1","Paok","25","25","2","1","2","9","3","3","0","0","9","6","2","0","9","5","0","1","13","2","1","2","9","1"
"22","5","Pamvochaikos","12","13","2","0","1","12","4","4","2","0","10","4","1","1","5","2","0","0","10","1","2","4","13","0","Paok","15","14","0","2","2","12","3","4","0","2","10","8","0","1","7","4","1","0","6","1","0","2","9","0"
"22","1","Iraklis Petosfairishs","20","21","2","0","1","19","10","3","1","2","16","7","3","1","10","2","1","1","7","1","0","4","27","0","Kifisia","25","24","2","1","5","20","9","3","0","2","17","7","1","2","16","9","0","1","15","4","0","5","32","0"
"22","2","Iraklis Petosfairishs","18","18","3","0","2","24","8","4","0","6","18","8","1","3","6","4","0","1","6","0","0","6","24","0","Kifisia","25","25","6","0","1","16","6","3","0","3","13","9","0","2","6","3","0","0","7","1","0","4","19","0"
"22","3","Iraklis Petosfairishs","28","28","1","1","1","17","5","2","0","1","16","10","0","2","7","2","1","0","13","1","0","9","24","1","Kifisia","26","26","1","0","9","27","14","6","1","1","24","11","0","5","14","9","1","0","11","1","0","7","38","0"
"22","4","Iraklis Petosfairishs","17","17","1","0","3","22","6","5","3","1","18","6","1","2","8","3","1","0","9","1","0","7","27","0","Kifisia","25","25","1","3","3","14","5","2","0","1","13","9","0","0","15","8","1","3","10","2","0","3","23","0"
"22","1","Kyzikos Peramou","15","16","0","0","0","21","9","2","1","2","17","4","5","2","5","4","1","0","9","2","0","5","24","2","Olympiacos","25","24","2","1","3","16","7","5","0","0","16","10","1","2","5","3","1","0","11","6","0","3","20","0"
"22","2","Kyzikos Peramou","27","26","0","1","5","22","9","6","2","1","19","10","1","3","9","7","0","0","10","1","0","6","27","0","Olympiacos","29","29","1","2","7","21","8","2","1","0","20","15","0","0","5","3","1","0","9","1","0","7","27","2"
"22","3","Kyzikos Peramou","22","23","3","1","4","22","8","6","1","4","17","7","2","1","6","4","0","1","10","1","0","7","23","1","Olympiacos","25","24","4","1","2","19","8","2","1","3","15","7","1","4","9","5","0","1","10","2","0","4","25","0"
"22","1","Orestiada","19","20","1","1","3","22","8","3","1","3","16","8","0","3","6","4","1","0","5","1","0","3","15","1","Ethnikos Alexandroupolis","25","24","3","0","2","17","12","0","2","1","13","8","0","3","8","6","1","0","8","1","0","5","12","0"
"22","2","Orestiada","13","13","1","0","2","23","8","2","2","2","16","7","2","3","3","1","1","1","9","1","0","4","13","1","Ethnikos Alexandroupolis","25","25","2","2","2","11","7","0","0","1","10","6","0","0","18","7","1","1","9","3","0","5","8","0"
"22","3","Orestiada","21","22","4","0","4","21","11","3","3","0","16","6","4","1","10","4","1","1","8","2","0","0","14","0","Ethnikos Alexandroupolis","25","24","0","3","3","18","8","3","0","4","14","7","0","1","21","7","2","1","9","5","0","3","10","0"
"22","1","Panachaiki","23","23","4","0","1","22","7","3","3","2","17","7","1","3","4","1","3","0","10","4","0","4","16","0","Iraklis Chalkidas","25","25","2","3","3","22","8","3","0","4","18","9","2","1","9","3","2","1","10","4","0","4","19","1"
"22","2","Panachaiki","25","25","3","2","1","16","5","1","2","1","11","4","3","1","13","6","2","1","8","3","0","3","10","1","Iraklis Chalkidas","19","19","1","2","3","24","7","2","2","3","17","7","3","2","10","2","0","2","12","5","0","4","18","1"
"22","3","Panachaiki","25","24","3","2","4","15","6","5","0","1","14","7","0","1","17","9","1","1","4","1","0","2","10","0","Iraklis Chalkidas","15","16","1","0","1","20","3","7","2","3","14","5","0","3","7","2","1","0","10","1","0","5","10","1"
"22","4","Panachaiki","25","26","1","1","7","23","10","4","0","3","17","9","1","0","18","6","3","1","5","2","0","0","12","1","Iraklis Chalkidas","27","26","3","0","3","19","9","5","1","1","17","9","2","2","12","1","0","2","16","4","0","5","13","0"
"22","5","Panachaiki","10","10","0","0","1","15","5","6","0","1","14","6","2","0","13","3","2","3","5","1","0","1","12","1","Iraklis Chalkidas","15","15","1","0","0","9","3","4","0","0","9","2","1","0","8","2","0","0","11","4","0","3","6","0"
"22","1","Foinikas Syrou","21","21","3","2","6","19","8","2","1","4","13","6","1","1","13","6","3","2","7","0","0","3","10","0","Panathinaikos","25","25","4","1","6","15","3","4","2","3","11","8","0","0","4","0","0","0","14","4","0","7","8","0"
"22","2","Foinikas Syrou","18","19","1","1","3","22","7","4","1","2","19","8","2","2","9","2","1","2","5","1","0","4","13","0","Panathinaikos","25","24","2","1","2","16","7","1","1","1","14","10","0","0","10","4","1","2","11","3","0","5","11","0"
"22","3","Foinikas Syrou","26","25","1","0","4","19","10","4","0","0","19","7","3","1","13","3","3","0","18","5","0","6","13","0","Panathinaikos","24","24","0","0","5","21","5","3","0","1","19","5","2","1","17","7","3","3","19","6","0","5","11","1"
"22","4","Foinikas Syrou","30","30","1","4","2","20","8","2","2","3","16","9","1","2","13","8","1","1","15","2","0","9","11","1","Panathinaikos","28","28","3","2","8","28","7","0","4","1","25","10","0","2","10","7","2","0","17","2","0","10","10","0"
"22","5","Foinikas Syrou","16","15","2","1","3","9","2","1","2","0","7","4","1","0","8","0","3","1","6","3","0","0","3","0","Panathinaikos","14","15","0","2","6","12","3","1","1","2","9","4","1","1","9","2","2","0","8","4","0","1","4","0"
